station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
EGLL,2026-03-03 06:20,46.40,42.80,87.18,M,2.00,0.00,30.24,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,46.40,COR EGLL 030620Z AUTO VRB02KT 9999 NCD 08/06 Q1024 NOSIG,M
EGLL,2026-03-03 06:50,46.40,42.80,87.18,360.00,3.00,0.00,30.24,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.15,COR EGLL 030650Z AUTO 36003KT 330V030 9999 NCD 08/06 Q1024 NOSIG,M
EGLL,2026-03-03 07:20,46.40,42.80,87.18,340.00,3.00,0.00,30.27,M,6.21,M,FEW,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,45.15,COR EGLL 030720Z AUTO 34003KT 310V010 9999 FEW046 08/06 Q1025 NOSIG,M
EGLL,2026-03-03 07:50,46.40,42.80,87.18,350.00,4.00,0.00,30.27,M,6.21,M,BKN,M,M,M,3900.00,M,M,M,M,M,M,M,M,M,M,44.24,COR EGLL 030750Z AUTO 35004KT 310V020 9999 BKN039 08/06 Q1025 NOSIG,M
EGLL,2026-03-03 08:20,48.20,44.60,87.28,40.00,4.00,0.00,30.30,M,6.21,M,FEW,M,M,M,3900.00,M,M,M,M,M,M,M,M,M,M,46.34,COR EGLL 030820Z AUTO 04004KT 010V070 9999 FEW039 09/07 Q1026 NOSIG,M
EGLL,2026-03-03 08:50,48.20,44.60,87.28,60.00,5.00,0.00,30.30,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.63,COR EGLL 030850Z AUTO 06005KT 9999 NCD 09/07 Q1026 NOSIG,M
EGLL,2026-03-03 09:20,50.00,46.40,87.37,80.00,6.00,0.00,30.30,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 030920Z AUTO 08006KT 050V120 9999 NCD 10/08 Q1026 NOSIG,M
EGLL,2026-03-03 09:50,51.80,46.40,81.74,80.00,7.00,0.00,30.30,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,COR EGLL 030950Z AUTO 08007KT 040V100 9999 NCD 11/08 Q1026 NOSIG,M
EGLL,2026-03-03 10:20,53.60,46.40,76.51,70.00,7.00,0.00,30.30,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 031020Z AUTO 07007KT 030V100 9999 NCD 12/08 Q1026 NOSIG,M
EGLL,2026-03-03 10:50,55.40,46.40,71.65,60.00,6.00,0.00,30.33,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,COR EGLL 031050Z AUTO 06006KT 030V100 9999 NCD 13/08 Q1027 NOSIG,M
EGLL,2026-03-03 11:20,55.40,44.60,66.91,70.00,6.00,0.00,30.33,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,COR EGLL 031120Z AUTO 07006KT 020V100 9999 NCD 13/07 Q1027 NOSIG,M
EGLL,2026-03-03 11:50,55.40,44.60,66.91,60.00,6.00,0.00,30.33,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,55.40,COR EGLL 031150Z AUTO 06006KT 030V090 9999 FEW045 13/07 Q1027 NOSIG,M
EGLL,2026-03-03 12:20,55.40,44.60,66.91,60.00,6.00,0.00,30.33,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,COR EGLL 031220Z AUTO 06006KT 010V090 9999 NCD 13/07 Q1027 NOSIG,M
EGLL,2026-03-03 12:50,57.20,44.60,62.70,60.00,8.00,0.00,30.33,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,COR EGLL 031250Z AUTO 06008KT 9999 NCD 14/07 Q1027 NOSIG,M
EGLL,2026-03-03 13:20,57.20,44.60,62.70,80.00,7.00,0.00,30.33,M,6.21,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,57.20,COR EGLL 031320Z AUTO 08007KT 9999 SCT040 14/07 Q1027 NOSIG,M
EGLL,2026-03-03 13:50,57.20,44.60,62.70,80.00,7.00,0.00,30.33,M,6.21,M,BKN,BKN,M,M,3800.00,4400.00,M,M,M,M,M,M,M,M,M,57.20,COR EGLL 031350Z AUTO 08007KT 9999 BKN038 BKN044 14/07 Q1027 NOSIG,M
EGLL,2026-03-03 14:20,57.20,44.60,62.70,60.00,5.00,0.00,30.33,M,6.21,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,57.20,COR EGLL 031420Z AUTO 06005KT 040V100 9999 SCT040 14/07 Q1027 NOSIG,M
EGLL,2026-03-03 14:50,57.20,44.60,62.70,60.00,7.00,0.00,30.30,M,6.21,M,FEW,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,57.20,COR EGLL 031450Z AUTO 06007KT 9999 FEW037 14/07 Q1026 NOSIG,M
EGLL,2026-03-03 15:20,57.20,44.60,62.70,60.00,6.00,0.00,30.33,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,COR EGLL 031520Z AUTO 06006KT 030V090 9999 NCD 14/07 Q1027 NOSIG,M
EGLL,2026-03-03 15:50,57.20,44.60,62.70,50.00,6.00,0.00,30.30,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,COR EGLL 031550Z AUTO 05006KT 9999 NCD 14/07 Q1026 NOSIG,M
EGLL,2026-03-03 16:20,57.20,44.60,62.70,60.00,6.00,0.00,30.30,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,COR EGLL 031620Z AUTO 06006KT 9999 NCD 14/07 Q1026 NOSIG,M
EGLL,2026-03-03 16:50,55.40,44.60,66.91,100.00,7.00,0.00,30.33,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,COR EGLL 031650Z AUTO 10007KT 9999 NCD 13/07 Q1027 NOSIG,M
EGLL,2026-03-03 17:20,53.60,42.80,66.70,100.00,10.00,0.00,30.33,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 031720Z AUTO 10010KT 9999 NCD 12/06 Q1027 NOSIG,M
EGLL,2026-03-03 17:50,51.80,42.80,71.26,100.00,9.00,0.00,30.33,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,COR EGLL 031750Z AUTO 10009KT 9999 NCD 11/06 Q1027 NOSIG,M
EGLL,2026-03-03 18:20,50.00,41.00,71.06,90.00,7.00,0.00,30.33,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 031820Z AUTO 09007KT 9999 NCD 10/05 Q1027 NOSIG,M
EGLL,2026-03-03 18:50,50.00,41.00,71.06,100.00,6.00,0.00,30.33,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 031850Z AUTO 10006KT 9999 NCD 10/05 Q1027 NOSIG,M
EGLL,2026-03-03 19:20,48.20,39.20,70.87,100.00,7.00,0.00,30.36,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.53,COR EGLL 031920Z AUTO 10007KT 9999 NCD 09/04 Q1028 NOSIG,M
EGLL,2026-03-03 19:50,48.20,39.20,70.87,100.00,7.00,0.00,30.36,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.53,COR EGLL 031950Z AUTO 10007KT 9999 NCD 09/04 Q1028 NOSIG,M
EGLL,2026-03-03 20:20,48.20,39.20,70.87,100.00,7.00,0.00,30.36,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.53,COR EGLL 032020Z AUTO 10007KT 9999 NCD 09/04 Q1028 NOSIG,M
EGLL,2026-03-03 20:50,46.40,39.20,75.84,100.00,6.00,0.00,30.36,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.87,COR EGLL 032050Z AUTO 10006KT 9999 NCD 08/04 Q1028 NOSIG,M
EGLL,2026-03-03 21:20,44.60,39.20,81.20,90.00,5.00,0.00,30.36,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.36,COR EGLL 032120Z AUTO 09005KT 9999 NCD 07/04 Q1028 NOSIG,M
EGLL,2026-03-03 21:50,44.60,39.20,81.20,100.00,7.00,0.00,30.36,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.14,COR EGLL 032150Z AUTO 10007KT 9999 NCD 07/04 Q1028 NOSIG,M
EGLL,2026-03-03 22:20,46.40,39.20,75.84,60.00,4.00,0.00,30.36,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.24,COR EGLL 032220Z AUTO 06004KT 9999 NCD 08/04 Q1028 NOSIG,M
EGLL,2026-03-03 22:50,46.40,39.20,75.84,70.00,5.00,0.00,30.36,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.50,COR EGLL 032250Z AUTO 07005KT 9999 NCD 08/04 Q1028 NOSIG,M
EGLL,2026-03-03 23:20,46.40,39.20,75.84,50.00,5.00,0.00,30.36,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.50,COR EGLL 032320Z AUTO 05005KT 9999 NCD 08/04 Q1028 NOSIG,M
EGLL,2026-03-03 23:50,44.60,39.20,81.20,60.00,5.00,0.00,30.36,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.36,COR EGLL 032350Z AUTO 06005KT 9999 NCD 07/04 Q1028 NOSIG,M
EGLL,2026-03-04 00:20,42.80,39.20,86.99,60.00,5.00,0.00,30.36,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.22,COR EGLL 040020Z AUTO 06005KT 9999 NCD 06/04 Q1028 NOSIG,M
EGLL,2026-03-04 00:50,42.80,39.20,86.99,60.00,5.00,0.00,30.36,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.22,COR EGLL 040050Z AUTO 06005KT 040V100 9999 NCD 06/04 Q1028 NOSIG,M
EGLL,2026-03-04 01:20,41.00,39.20,93.24,70.00,6.00,0.00,30.36,M,6.21,M,FEW,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,36.37,COR EGLL 040120Z AUTO 07006KT 9999 FEW008 05/04 Q1028 NOSIG,M
EGLL,2026-03-04 01:50,42.80,39.20,86.99,70.00,5.00,0.00,30.36,M,6.21,M,BKN,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,39.22,COR EGLL 040150Z AUTO 07005KT 9999 BKN008 06/04 Q1028 NOSIG,M
EGLL,2026-03-04 02:20,42.80,39.20,86.99,70.00,4.00,0.00,30.33,M,6.21,M,OVC,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,40.03,COR EGLL 040220Z AUTO 07004KT 040V100 9999 OVC008 06/04 Q1027 NOSIG,M
EGLL,2026-03-04 02:50,42.80,41.00,93.29,70.00,4.00,0.00,30.33,M,6.21,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,40.03,COR EGLL 040250Z AUTO 07004KT 9999 OVC007 06/05 Q1027 NOSIG,M
EGLL,2026-03-04 03:20,42.80,41.00,93.29,60.00,4.00,0.00,30.33,M,6.21,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,40.03,COR EGLL 040320Z AUTO 06004KT 9999 OVC007 06/05 Q1027 NOSIG,M
EGLL,2026-03-04 03:50,42.80,41.00,93.29,70.00,4.00,0.00,30.33,M,6.21,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,40.03,COR EGLL 040350Z AUTO 07004KT 9999 OVC007 06/05 Q1027 NOSIG,M
EGLL,2026-03-04 04:20,42.80,41.00,93.29,60.00,5.00,0.00,30.33,M,6.21,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,39.22,COR EGLL 040420Z AUTO 06005KT 030V090 9999 OVC007 06/05 Q1027 NOSIG,M
EGLL,2026-03-04 04:50,42.80,41.00,93.29,80.00,5.00,0.00,30.33,M,6.21,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,39.22,COR EGLL 040450Z AUTO 08005KT 040V110 9999 OVC007 06/05 Q1027 NOSIG,M
EGLL,2026-03-04 05:20,42.80,41.00,93.29,90.00,5.00,0.00,30.30,M,6.21,M,OVC,M,M,M,600.00,M,M,M,M,M,M,M,M,M,M,39.22,COR EGLL 040520Z AUTO 09005KT 060V120 9999 OVC006 06/05 Q1026 NOSIG,M
EGLL,2026-03-04 05:50,42.80,41.00,93.29,100.00,6.00,0.00,30.30,M,5.59,M,OVC,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,38.54,COR EGLL 040550Z AUTO 10006KT 9000 OVC005 06/05 Q1026 TEMPO BKN004,M
EGLL,2026-03-04 06:20,42.80,41.00,93.29,80.00,5.00,0.00,30.30,M,3.73,M,OVC,M,M,M,400.00,M,M,M,M,M,M,M,M,M,M,39.22,COR EGLL 040620Z AUTO 08005KT 040V110 6000 OVC004 06/05 Q1026 NOSIG,M
EGLL,2026-03-04 06:50,42.80,41.00,93.29,80.00,4.00,0.00,30.30,M,2.67,M,OVC,M,M,M,300.00,M,M,M,HZ,M,M,M,M,M,M,40.03,COR EGLL 040650Z AUTO 08004KT 050V110 4300 HZ OVC003 06/05 Q1026 NOSIG,M
EGLL,2026-03-04 07:20,42.80,42.80,100.00,60.00,5.00,0.00,30.30,M,2.05,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,39.22,COR EGLL 040720Z AUTO 06005KT 3300 BR OVC002 06/06 Q1026 TEMPO BKN005,M
EGLL,2026-03-04 07:50,42.80,42.80,100.00,60.00,6.00,0.00,30.30,M,2.24,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,38.54,COR EGLL 040750Z AUTO 06006KT 3600 BR OVC002 06/06 Q1026 TEMPO BKN005,M
EGLL,2026-03-04 08:20,44.60,42.80,93.35,70.00,5.00,0.00,30.30,M,2.30,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,41.36,COR EGLL 040820Z AUTO 07005KT 3700 BR OVC003 07/06 Q1026 BECMG BKN005,M
EGLL,2026-03-04 08:50,44.60,42.80,93.35,70.00,4.00,0.00,30.30,M,2.42,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,42.13,COR EGLL 040850Z AUTO 07004KT 040V100 3900 BR OVC003 07/06 Q1026 BECMG BKN005,M
EGLL,2026-03-04 09:20,44.60,44.60,100.00,70.00,5.00,0.00,30.30,M,2.55,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,41.36,COR EGLL 040920Z AUTO 07005KT 040V100 4100 BR OVC003 07/07 Q1026 BECMG BKN005,M
EGLL,2026-03-04 09:50,46.40,44.60,93.40,70.00,5.00,0.00,30.30,M,2.55,M,OVC,M,M,M,300.00,M,M,M,HZ,M,M,M,M,M,M,43.50,COR EGLL 040950Z AUTO 07005KT 4100 HZ OVC003 08/07 Q1026 BECMG BKN005,M
EGLL,2026-03-04 10:20,46.40,44.60,93.40,90.00,5.00,0.00,30.30,M,2.55,M,OVC,M,M,M,400.00,M,M,M,HZ,M,M,M,M,M,M,43.50,COR EGLL 041020Z AUTO 09005KT 050V130 4100 HZ OVC004 08/07 Q1026 BECMG 8000 BKN006,M
EGLL,2026-03-04 10:50,48.20,46.40,93.45,90.00,7.00,0.00,30.30,M,2.55,M,OVC,M,M,M,500.00,M,M,M,HZ,M,M,M,M,M,M,44.53,COR EGLL 041050Z AUTO 09007KT 050V110 4100 HZ OVC005 09/08 Q1026 BECMG 8000 SCT010,M
EGLL,2026-03-04 11:20,48.20,44.60,87.28,80.00,6.00,0.00,30.30,M,2.98,M,OVC,M,M,M,600.00,M,M,M,HZ,M,M,M,M,M,M,45.04,COR EGLL 041120Z AUTO 08006KT 050V110 4800 HZ OVC006 09/07 Q1026 BECMG 8000 BKN010,M
EGLL,2026-03-04 11:50,48.20,44.60,87.28,120.00,8.00,0.00,30.27,M,3.11,M,OVC,M,M,M,600.00,M,M,M,HZ,M,M,M,M,M,M,44.07,COR EGLL 041150Z AUTO 12008KT 5000 HZ OVC006 09/07 Q1025 BECMG 9999 FEW012,M
EGLL,2026-03-04 12:20,48.20,44.60,87.28,90.00,7.00,0.00,30.27,M,3.73,M,BKN,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,44.53,EGLL 041220Z AUTO 09007KT 6000 BKN008 09/07 Q1025,M
EGLL,2026-03-04 12:50,51.80,46.40,81.74,110.00,8.00,0.00,30.27,M,4.35,M,SCT,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,51.80,COR EGLL 041250Z AUTO 11008KT 070V130 7000 SCT009 11/08 Q1025 NOSIG,M
EGLL,2026-03-04 13:20,53.60,46.40,76.51,90.00,6.00,0.00,30.24,M,4.97,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 041320Z AUTO 09006KT 050V120 8000 NCD 12/08 Q1024 NOSIG,M
EGLL,2026-03-04 13:50,53.60,46.40,76.51,80.00,7.00,0.00,30.24,M,5.59,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 041350Z AUTO 08007KT 050V110 9000 NCD 12/08 Q1024 NOSIG,M
EGLL,2026-03-04 14:20,53.60,46.40,76.51,80.00,7.00,0.00,30.21,M,5.59,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 041420Z AUTO 08007KT 9000 NCD 12/08 Q1023 NOSIG,M
EGLL,2026-03-04 14:50,55.40,46.40,71.65,80.00,7.00,0.00,30.21,M,5.59,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,COR EGLL 041450Z AUTO 08007KT 9000 NCD 13/08 Q1023 NOSIG,M
EGLL,2026-03-04 15:20,55.40,46.40,71.65,80.00,8.00,0.00,30.18,M,4.97,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,COR EGLL 041520Z AUTO 08008KT 050V110 8000 NCD 13/08 Q1022 NOSIG,M
EGLL,2026-03-04 15:50,55.40,46.40,71.65,90.00,9.00,0.00,30.18,M,4.97,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,COR EGLL 041550Z AUTO 09009KT 8000 NCD 13/08 Q1022 NOSIG,M
EGLL,2026-03-04 16:20,53.60,46.40,76.51,80.00,9.00,0.00,30.18,M,4.35,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,COR EGLL 041620Z AUTO 08009KT 7000 NCD 12/08 Q1022 NOSIG,M
EGLL,2026-03-04 16:50,51.80,46.40,81.74,90.00,8.00,0.00,30.15,M,3.73,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,COR EGLL 041650Z AUTO 09008KT 6000 NCD 11/08 Q1021 NOSIG,M
EGLL,2026-03-04 17:20,50.00,46.40,87.37,80.00,8.00,0.00,30.15,M,3.73,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,COR EGLL 041720Z AUTO 08008KT 6000 NCD 10/08 Q1021 NOSIG,M
EGLL,2026-03-04 17:50,48.20,46.40,93.45,90.00,7.00,0.00,30.15,M,2.86,M,NCD,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,44.53,COR EGLL 041750Z AUTO 09007KT 4600 HZ NCD 09/08 Q1021,M
EGLL,2026-03-04 18:20,48.20,44.60,87.28,90.00,8.00,0.00,30.15,M,3.04,M,NCD,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,44.07,COR EGLL 041820Z AUTO 09008KT 4900 HZ NCD 09/07 Q1021 NOSIG,M
EGLL,2026-03-04 18:50,46.40,44.60,93.40,90.00,8.00,0.00,30.18,M,2.67,M,NCD,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,41.85,COR EGLL 041850Z AUTO 09008KT 4300 HZ NCD 08/07 Q1022 NOSIG,M
EGLL,2026-03-04 19:20,46.40,44.60,93.40,90.00,9.00,0.00,30.15,M,2.55,M,NCD,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,41.42,COR EGLL 041920Z AUTO 09009KT 4100 HZ NCD 08/07 Q1021 NOSIG,M
EGLL,2026-03-04 19:50,46.40,44.60,93.40,90.00,11.00,0.00,30.15,M,2.24,M,BKN,M,M,M,400.00,M,M,M,HZ,M,M,M,M,M,M,40.66,COR EGLL 041950Z AUTO 09011KT 3600 HZ BKN004 08/07 Q1021 TEMPO SCT004,M
EGLL,2026-03-04 20:20,46.40,44.60,93.40,90.00,8.00,0.00,30.15,M,2.24,M,BKN,M,M,M,400.00,M,M,M,HZ,M,M,M,M,M,M,41.85,COR EGLL 042020Z AUTO 09008KT 3600 HZ BKN004 08/07 Q1021 TEMPO SCT004 BKN005,M
EGLL,2026-03-04 20:50,44.60,44.60,100.00,90.00,6.00,0.00,30.15,M,2.42,M,BKN,M,M,M,400.00,M,M,M,HZ,M,M,M,M,M,M,40.71,COR EGLL 042050Z AUTO 09006KT 3900 HZ BKN004 07/07 Q1021 BECMG FEW004,M
EGLL,2026-03-04 21:20,44.60,42.80,93.35,100.00,6.00,0.00,30.15,M,2.30,M,NCD,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,40.71,COR EGLL 042120Z AUTO 10006KT 3700 HZ NCD 07/06 Q1021 TEMPO 6000 NSW,M
EGLL,2026-03-04 21:50,44.60,42.80,93.35,90.00,5.00,0.00,30.15,M,2.17,M,NCD,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,41.36,COR EGLL 042150Z AUTO 09005KT 3500 HZ NCD 07/06 Q1021 TEMPO 6000 NSW,M
EGLL,2026-03-04 22:20,42.80,42.80,100.00,80.00,4.00,0.00,30.12,M,2.30,M,NCD,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,40.03,COR EGLL 042220Z AUTO 08004KT 3700 BR NCD 06/06 Q1020 NOSIG,M
EGLL,2026-03-04 22:50,42.80,42.80,100.00,70.00,4.00,0.00,30.12,M,2.49,M,NCD,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,40.03,COR EGLL 042250Z AUTO 07004KT 4000 BR NCD 06/06 Q1020 NOSIG,M
EGLL,2026-03-04 23:20,42.80,42.80,100.00,70.00,5.00,0.00,30.12,M,2.67,M,NCD,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,39.22,COR EGLL 042320Z AUTO 07005KT 4300 BR NCD 06/06 Q1020 TEMPO 6000 NSW,M
EGLL,2026-03-04 23:50,42.80,42.80,100.00,70.00,5.00,0.00,30.09,M,2.92,M,NCD,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,39.22,COR EGLL 042350Z AUTO 07005KT 4700 BR NCD 06/06 Q1019 TEMPO 6000 NSW,M
EGLL,2026-03-05 00:20,42.80,41.00,93.29,70.00,4.00,0.00,30.09,M,2.98,M,NCD,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,40.03,COR EGLL 050020Z AUTO 07004KT 4800 HZ NCD 06/05 Q1019 TEMPO 6000 NSW,M
EGLL,2026-03-05 00:50,42.80,41.00,93.29,70.00,6.00,0.00,30.09,M,2.98,M,NCD,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,38.54,COR EGLL 050050Z AUTO 07006KT 4800 HZ NCD 06/05 Q1019 TEMPO 6000 NSW,M
EGLL,2026-03-05 01:20,44.60,42.80,93.35,60.00,4.00,0.00,30.09,M,3.11,M,NCD,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,42.13,COR EGLL 050120Z AUTO 06004KT 5000 HZ NCD 07/06 Q1019 TEMPO 4000 BR,M
EGLL,2026-03-05 01:50,42.80,42.80,100.00,70.00,4.00,0.00,30.06,M,3.11,M,NCD,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,40.03,COR EGLL 050150Z AUTO 07004KT 5000 HZ NCD 06/06 Q1018 TEMPO 4000,M
EGLL,2026-03-05 02:20,42.80,41.00,93.29,70.00,4.00,0.00,30.06,M,3.73,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.03,COR EGLL 050220Z AUTO 07004KT 6000 NCD 06/05 Q1018 TEMPO 4000 BR,M
EGLL,2026-03-05 02:50,41.00,41.00,100.00,70.00,4.00,0.00,30.06,M,3.73,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.93,COR EGLL 050250Z AUTO 07004KT 6000 NCD 05/05 Q1018 TEMPO 4000 BR,M
EGLL,2026-03-05 03:20,41.00,41.00,100.00,70.00,4.00,0.00,30.03,M,3.73,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.93,COR EGLL 050320Z AUTO 07004KT 6000 NCD 05/05 Q1017 TEMPO 4000 BR,M
EGLL,2026-03-05 03:50,41.00,41.00,100.00,70.00,3.00,0.00,30.03,M,3.73,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,38.98,COR EGLL 050350Z AUTO 07003KT 6000 NCD 05/05 Q1017 TEMPO 4000 BR,M
EGLL,2026-03-05 04:20,42.80,41.00,93.29,50.00,2.00,0.00,30.03,M,4.35,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.80,COR EGLL 050420Z AUTO 05002KT 7000 NCD 06/05 Q1017 TEMPO 4000 BR,M
EGLL,2026-03-05 04:50,41.00,41.00,100.00,60.00,4.00,0.00,30.03,M,4.97,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.93,COR EGLL 050450Z AUTO 06004KT 8000 NCD 05/05 Q1017 TEMPO 4000 BR,M
EGLL,2026-03-05 05:20,41.00,39.20,93.24,70.00,4.00,0.00,30.03,M,4.97,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.93,COR EGLL 050520Z AUTO 07004KT 8000 NCD 05/04 Q1017 TEMPO 4000 BR,M
EGLL,2026-03-05 05:50,39.20,39.20,100.00,70.00,4.00,0.00,30.00,M,4.35,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.83,COR EGLL 050550Z AUTO 07004KT 7000 NCD 04/04 Q1016 TEMPO 4000 BR,M
EGLL,2026-03-05 06:20,41.00,41.00,100.00,70.00,4.00,0.00,30.00,M,4.35,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.93,COR EGLL 050620Z AUTO 07004KT 7000 NCD 05/05 Q1016 TEMPO 4000 BR,M
EGLL,2026-03-05 06:50,41.00,39.20,93.24,70.00,4.00,0.00,30.00,M,3.11,M,NCD,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,37.93,COR EGLL 050650Z AUTO 07004KT 5000 BR NCD 05/04 Q1016 TEMPO 4000,M
EGLL,2026-03-05 07:20,41.00,41.00,100.00,70.00,3.00,0.00,30.00,M,3.73,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,38.98,COR EGLL 050720Z AUTO 07003KT 6000 NCD 05/05 Q1016 NOSIG,M
EGLL,2026-03-05 07:50,42.80,41.00,93.29,70.00,4.00,0.00,30.00,M,4.97,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.03,COR EGLL 050750Z AUTO 07004KT 8000 NCD 06/05 Q1016 NOSIG,M
